Food Code,Food Name,Group,Type,Air (Water) (g),Energi (Energy) (Kal),Protein (Protein) (g),Lemak (Fat) (g),Karbohidrat (CHO) (g),Serat (Fibre) (g),Abu (ASH) (g),Kalsium (Ca) (mg),Fosfor (P) (mg),Besi (Fe) (mg),Natrium (Na) (mg),Kalium (K) (mg),Tembaga (Cu) (mg),Seng (Zn) (mg),Retinol (Vit. A) (mcg),Beta-Karoten (Carotenes) (mcg),Thiamin (Vit. B1) (mg),Riboflavin (Vit. B2) (mg),Niasin (Niacin) (mg),Karoten Total (Re) (mcg),Vitamin C (Vit. C) (mg)
GR008,"Hemibagrus catfish, fresh",Fish and Other Seafood,Raw,73.5,111.0,19.4,0.9,4.8,0.0,1.4,68.0,278.0,7.3,99.0,338.7,0.2,0.6,0.0,62.0,0.03,0.2,7.3,0.0,0.0
GP006,"Hemibagrus catfish, grilled",Fish and Other Seafood,Processed/Products,69.8,144.0,17.8,5.8,5.2,,1.4,18.0,169.0,0.0,168.0,236.0,0.1,0.7,,,0.0,0.0,1.3,,
GR017,"Herring, fresh",Fish and Other Seafood,Raw,75.5,100.0,14.7,2.4,4.9,,1.6,90.0,90.0,0.4,390.0,390.0,0.7,0.8,,,,,,,
GR026,"Heu fish, fresh",Fish and Other Seafood,Raw,75.6,81.0,10.0,1.6,6.6,,6.2,1910.0,990.0,2.1,240.0,210.0,0.1,2.7,,,0.87,,0.2,,
DR158,"Hintaro eggplant, fresh",Vegetables,Raw,89.2,45.0,1.9,0.8,7.5,5.1,0.6,19.0,268.0,1.0,167.0,142.0,0.6,0.2,,552.0,0.2,0.4,,,4.0
BR011,"Hofa/wild tuber, fresh",Starchy Roots & Tubers,Raw,67.9,127.0,1.2,0.5,29.5,3.4,0.9,30.0,8.0,0.7,3.0,4.0,0.1,0.2,0.0,0.0,0.3,0.05,0.6,0.0,0.0
MP010,Honey,Convectionery,Processed/Products,20.0,294.0,0.3,0.0,79.5,0.2,0.2,5.0,16.0,0.9,6.0,26.9,0.04,0.2,0.0,0.0,0.0,0.04,0.1,,4.0
JR005,"Horse milk, fresh",Milk and Dairy Products,Raw,91.0,40.0,2.0,1.1,5.4,0.0,0.4,,,,,37.4,0.0,0.0,,1.0,0.0,0.2,0.2,,
FR022,"Horse, meat, fresh",Meat and Poultry,Raw,76.0,113.0,18.1,4.1,0.9,0.0,0.9,10.0,150.0,2.7,46.0,315.7,0.13,2.5,0.0,,0.07,0.07,3.0,,0.0
CP084,"Hunkwe, flour (Mungbean starch)",Grains and Legumes,Processed/Products,10.0,364.0,4.5,1.0,83.5,16.1,1.0,50.0,100.0,1.0,15.0,1232.9,0.93,2.7,0.0,,0.0,0.23,2.2,,0.0
DR112,Hyacinth bean,Vegetables,Raw,74.3,99.0,3.3,0.1,21.2,10.3,1.1,50.0,99.0,13.1,15.0,567.0,0.2,0.6,,5.0,0.2,0.19,0.1,,
DR045,"Hyacinth bean leaves, fresh",Vegetables,Raw,95.2,14.0,1.3,0.3,2.3,0.9,0.9,90.0,59.0,2.7,2.0,36.5,0.1,0.3,,1274.0,0.01,0.0,0.5,2961.0,3.0
CR040,"Hyacinth bean, andong, dried",Grains and Legumes,Raw,10.8,356.0,20.5,4.1,61.6,7.0,3.0,150.0,272.0,6.2,18.0,301.8,0.73,2.8,,0.0,0.29,0.02,1.4,,1.0
CR041,"Hyacinth bean, benguk, seeds, dried",Grains and Legumes,Raw,15.0,332.0,24.0,3.0,55.0,5.6,3.0,30.0,200.0,2.0,42.0,389.2,1.25,8.7,,0.0,0.3,0.12,1.7,70.0,0.0
CP025,"Hyacinth bean, emping",Grains and Legumes,Processed/Products,14.2,355.0,17.8,4.6,60.7,,2.7,87.0,304.0,4.3,24.0,1233.0,1.0,2.3,,0.0,,,0.6,,
CR020,"Hyacinth bean, fresh",Grains and Legumes,Raw,20.9,327.0,16.4,4.3,55.8,0.5,2.6,74.0,282.0,4.0,22.0,1137.0,0.9,2.1,,,0.99,0.12,0.1,,
CR042,"Hyacinth bean, kerupuk, seeds, fresh",Grains and Legumes,Raw,67.2,125.0,8.3,0.7,22.1,2.2,1.7,17.0,12.0,2.7,16.0,150.3,0.48,3.4,,0.0,0.11,0.04,1.1,80.0,31.0
CR043,"Hyacinth bean, loke, seeds, fresh",Grains and Legumes,Raw,88.6,33.0,2.7,0.2,7.9,3.5,0.6,60.0,40.0,2.0,2.0,38.6,0.09,0.4,,0.0,0.1,0.0,0.2,40.0,0.0
CR039,"Hyacinth bean, pod, fresh",Grains and Legumes,Raw,74.3,99.0,3.3,0.1,21.2,10.3,1.1,50.0,99.0,13.1,15.0,567.0,0.2,0.6,,5.0,0.13,0.03,0.2,,
CR044,"Hyacinth bean, roay, dried",Grains and Legumes,Raw,13.0,344.0,12.5,2.1,69.4,7.5,3.0,70.0,103.0,4.4,18.0,294.3,0.72,2.7,,0.0,0.11,0.21,1.4,28.0,1.0
DR116,"Hyacinth bean, seeds, dried",Vegetables,Raw,88.0,46.0,3.0,0.3,7.9,3.3,0.8,56.0,47.0,1.1,2.0,249.3,0.09,0.4,,66.0,0.09,0.09,0.5,870.0,17.0
CR045,"Hyacinth bean, wedus, seeds, dried",Grains and Legumes,Raw,11.8,338.0,22.2,1.5,61.0,5.8,3.5,88.0,395.0,3.5,43.0,403.8,1.3,9.1,0.0,0.0,0.62,0.12,1.8,,0.0
ER053,"Ice apple, fresh",Fruits,Raw,93.0,27.0,0.4,0.2,6.0,1.6,0.4,91.0,243.0,0.5,,,,,,,0.03,,,,
JP001,Ice cream,Milk and Dairy Products,Processed/Products,62.1,210.0,4.0,12.5,20.6,0.0,0.8,123.0,99.0,0.1,78.0,193.4,0.0,0.7,158.0,0.0,0.04,0.23,0.1,,1.0
GP013,"Ikan gete, fried",Fish and Other Seafood,Processed/Products,44.7,267.0,23.1,19.4,0.2,,12.6,2340.0,1240.0,0.8,590.0,440.0,0.1,1.9,,,,,0.2,,
GP010,"Ikan peda, raw",Fish and Other Seafood,Processed/Products,71.3,81.0,11.4,1.9,3.8,0.0,11.6,743.0,174.0,22.6,,,,,15.0,,0.0,,,0.0,0.0
GP028,"Ikan pindang benggol, raw",Fish and Other Seafood,Processed/Products,57.0,170.0,31.0,4.2,0.0,0.0,7.8,50.0,100.0,1.0,,,,,45.0,,0.1,,,,0.0
DR021,"Indian camphorweed, leaves",Vegetables,Raw,86.0,44.0,1.8,0.5,9.4,,2.3,256.0,49.0,5.6,,,,,,,0.02,,,3980.0,30.0
DR029,"Indian goosegrass, leaves",Vegetables,Raw,88.9,34.0,3.8,0.5,5.3,1.4,1.5,21.0,245.0,1.0,,,,,0.0,,0.03,,,4357.0,3.0
ER010,"Indian jujube, fresh",Fruits,Raw,33.7,264.0,4.0,1.1,59.6,9.0,1.7,306.0,92.0,0.8,,,,,0.0,,0.11,,0.0,400.0,9.0
GR048,"Indian mackerel, fresh",Fish and Other Seafood,Raw,79.7,89.0,18.7,1.0,0.0,0.0,1.1,96.0,209.0,1.5,51.0,265.8,0.0,0.2,6.0,3.0,0.03,0.1,2.0,5.0,0.0
GR036,"Indian mackerel, mackerel, fresh",Fish and Other Seafood,Raw,77.2,93.0,16.5,2.1,0.8,0.0,3.4,65.0,217.0,2.4,137.0,255.3,0.34,0.7,0.0,,0.01,0.09,1.6,0.0,0.0
AP081,Indian martabak,Cereals,Processed/Products,65.8,153.0,4.5,4.2,24.3,,1.2,14.0,108.0,2.4,240.0,112.0,0.4,0.5,,,,,,,
DR056,"Indian mulberry leaves, fresh",Vegetables,Raw,80.9,65.0,4.0,1.7,11.4,3.9,2.0,296.0,40.0,6.9,,,,,0.0,2.0,0.01,0.1,5.7,4958.0,35.0
DP007,"Indian mulberry, steamed",Vegetables,Processed/Products,81.6,63.0,3.8,1.5,11.5,2.4,1.6,300.0,43.0,6.0,,,,,,2.0,0.08,0.1,5.2,4900.0,11.0
DR042,"Indian mustard leaves, fresh",Vegetables,Raw,93.1,22.0,2.1,0.5,3.6,0.9,0.7,200.0,92.0,3.2,19.0,386.2,0.1,0.2,0.0,1806.0,0.03,0.2,0.6,2177.0,3.0
ER017,"Indian plum, fresh",Fruits,Raw,71.3,113.0,0.8,0.3,26.8,7.7,0.8,108.0,52.0,1.2,2.0,219.0,0.3,0.9,,17.0,0.06,0.01,,,20.0
GR046,"Indian scad, fresh",Fish and Other Seafood,Raw,80.0,86.0,16.0,2.0,0.0,0.0,2.0,20.0,150.0,2.0,65.0,276.7,0.1,1.1,45.0,8.0,0.05,0.1,2.6,,0.0
GR010,"Indonesian featherback, fresh",Fish and Other Seafood,Raw,75.7,115.0,14.5,4.6,4.2,0.0,1.1,,207.0,0.0,42.0,361.0,0.2,0.9,,0.0,1.2,0.04,1.1,,
DR095,"Indonesian kabau, fresh",Vegetables,Raw,67.2,130.0,6.7,0.3,25.2,2.9,0.6,4.0,204.0,0.5,1.0,397.8,0.2,0.5,,165.0,0.8,0.1,0.3,,16.0
ER059,"Indramayu mango, fresh",Fruits,Raw,80.2,72.0,0.8,0.2,18.7,2.5,0.1,13.0,10.0,1.9,3.0,131.4,0.06,0.1,,178.0,0.06,0.02,0.5,2900.0,16.0
MP009,Instant coffee powder,Convectionery,Processed/Products,2.6,129.0,12.3,0.5,35.0,0.0,9.7,179.0,383.0,5.6,72.0,3256.0,0.14,0.0,,0.0,0.0,0.21,30.6,0.0,0.0
CR050,"Jackfruit, seeds, fresh",Grains and Legumes,Raw,57.7,165.0,4.2,0.1,36.7,1.8,1.3,33.0,200.0,1.0,69.0,179.0,0.12,0.2,0.0,0.0,0.2,0.03,1.4,,10.0
DR130,"Jackfruit, unripe, fresh",Vegetables,Raw,85.4,57.0,2.0,0.4,11.3,8.3,0.9,45.0,29.0,0.5,1.0,246.5,0.04,0.1,,21.0,0.07,0.06,0.7,25.0,9.0
BP022,"Jackfruit/snakefruit, seeds",Starchy Roots & Tubers,Processed/Products,40.5,262.0,2.3,5.4,51.1,8.0,0.7,60.0,80.0,0.8,10.0,2.0,0.6,2.0,0.0,1667.0,0.1,1.0,,,10.0
CP085,"Jalejo, flour",Grains and Legumes,Processed/Products,10.0,388.0,19.0,7.5,61.2,5.8,2.3,101.0,663.0,2.0,3.0,712.0,0.6,1.9,,1000.0,0.02,0.7,1.6,0.0,9.0
MP008,Jam,Convectionery,Processed/Products,34.0,239.0,0.5,0.6,64.5,1.0,0.4,20.0,20.0,1.0,30.0,73.1,0.09,0.0,0.0,0.0,0.01,0.07,0.0,,0.0
AR021,"Jampang huma, raw",Cereals,Raw,11.7,350.0,6.2,1.4,78.2,1.7,2.5,329.0,254.0,5.3,53.0,396.7,0.7,1.6,,33.0,0.51,0.3,0.7,,0.0
FP048,"Jangang bintatoeng, dish",Meat and Poultry,Processed/Products,73.6,107.0,5.3,2.2,16.5,,2.4,64.0,61.0,2.5,482.0,406.0,0.2,0.8,,,0.18,0.02,3.4,,
AP053,Japilus,Cereals,Processed/Products,3.8,500.0,1.2,25.1,67.3,0.4,2.7,186.0,29.0,4.9,,,,,0.0,,0.17,0.03,0.4,0.0,0.0
GR001,"Java barb, fresh",Fish and Other Seafood,Raw,81.5,70.0,14.6,0.8,1.0,0.0,2.1,49.0,155.0,1.5,55.0,169.0,0.2,1.2,,0.0,0.22,0.12,7.7,,
ER024,"Java plum, fresh",Fruits,Raw,80.2,80.0,0.5,0.6,18.2,0.9,0.5,33.0,138.0,1.3,16.0,92.7,191.28,0.3,0.0,329.0,0.02,0.01,2.5,0.0,130.0
DR030,"Jawaw leaf seluang, fresh",Vegetables,Raw,77.2,93.0,5.0,1.3,15.3,3.9,1.2,146.0,103.0,5.3,2.0,434.0,0.5,1.5,,,0.1,0.7,,,9.0
DP057,Jengkol stew,Vegetables,Processed/Products,52.7,212.0,6.0,10.0,29.1,,2.2,77.0,99.0,1.0,,,,,,,0.14,,,81.0,4.0
BR005,"Jicama, fresh",Starchy Roots & Tubers,Raw,85.1,59.0,1.4,0.2,12.8,1.0,0.5,15.0,18.0,0.6,2.0,244.3,0.1,0.3,,0.0,0.04,0.1,0.2,,20.0
GP071,"Jukku pallu kaloa, dish",Fish and Other Seafood,Processed/Products,69.4,15.0,15.2,4.3,8.8,,2.3,40.0,170.0,1.1,605.0,153.0,0.6,1.1,,,0.3,0.14,7.5,,
BR012,"Kaburan, tuber, fresh",Starchy Roots & Tubers,Raw,66.5,133.0,1.0,0.2,32.2,0.7,0.5,65.0,50.0,0.6,10.0,899.2,0.2,0.2,0.0,0.0,0.01,0.0,0.3,0.0,0.0
BP031,Kabuto,Starchy Roots & Tubers,Processed/Products,58.9,250.0,2.6,2.5,35.4,1.8,0.6,35.0,49.0,1.1,2.0,218.0,,,,0.0,0.1,0.1,0.6,0.0,
CP031,Kacang atom,Grains and Legumes,Processed/Products,3.1,533.0,27.8,38.1,28.8,2.5,2.2,87.0,423.0,3.0,,,,,,,0.06,,,0.0,0.0
CP032,Kacang goyang,Grains and Legumes,Processed/Products,8.3,516.0,14.7,31.1,44.4,,1.5,34.0,230.0,0.7,2.0,365.0,0.6,1.7,,,,,,,
CP033,Kacang negara,Grains and Legumes,Processed/Products,3.1,480.0,18.4,19.1,58.5,11.7,0.9,34.0,404.0,10.3,1010.0,385.0,2.5,7.1,,,0.63,0.05,2.6,,
CP034,Kacang sukro,Grains and Legumes,Processed/Products,4.7,484.0,8.8,26.1,57.7,1.8,2.7,49.0,194.0,2.5,,,,,,,0.06,,,0.0,0.0
CP035,Kacang tanah sari,Grains and Legumes,Processed/Products,2.1,561.0,25.5,43.8,26.0,2.2,2.6,50.0,324.0,3.1,,,,,,,0.08,,,0.0,0.0
DP035,Kadada katembe,Vegetables,Processed/Products,80.0,110.0,4.5,6.9,7.1,3.9,1.5,26.0,77.0,0.0,178.0,131.0,0.2,0.7,,46.0,0.1,,3.7,,23.0
GP072,"Kaholeo, dish",Fish and Other Seafood,Processed/Products,11.2,413.0,28.7,19.8,29.8,,10.5,909.0,1291.0,0.0,0.0,1171.0,0.1,3.1,4236.0,,1.34,0.03,5.7,,
AP054,Kakicak,Cereals,Processed/Products,43.9,296.0,3.4,15.1,36.7,,0.9,,,,,,,,,,,,,,
DR099,"Kalakai, fresh",Vegetables,Raw,89.9,38.0,2.4,0.2,6.6,5.8,0.9,18.0,90.0,1.1,7.0,443.0,0.4,0.9,,44.0,0.3,0.1,,,8.0
FP024,"Kalasan fried chicken, thigh",Meat and Poultry,Processed/Products,46.2,275.0,37.4,12.2,1.3,0.0,2.9,116.0,237.0,5.8,176.0,321.9,0.16,1.5,10.0,0.0,0.1,,,50.0,0.0
FP052,"Kalio brain, dish",Meat and Poultry,Processed/Products,70.3,157.0,8.1,8.8,11.4,,1.4,212.0,69.0,3.3,604.0,,,,32.0,,0.45,,,1040.0,0.0
FP049,"Kalio chicken, dish",Meat and Poultry,Processed/Products,64.7,203.0,16.0,13.5,4.4,,1.4,278.0,177.0,4.2,534.0,,,,105.0,,0.35,,,3780.0,0.0
FP051,"Kalio kikil (tunjang), dish",Meat and Poultry,Processed/Products,75.3,122.0,13.8,5.7,3.9,,1.3,154.0,59.0,3.4,519.0,,,,36.0,,0.38,,,1440.0,0.0
FP050,"Kalio offal, dish",Meat and Poultry,Processed/Products,68.9,163.0,16.5,9.0,4.1,,1.5,102.0,268.0,7.1,570.0,,,,298.0,,0.7,,,1960.0,0.0
AP055,Kambose,Cereals,Processed/Products,61.5,164.0,3.0,2.4,32.6,4.3,0.7,16.0,36.0,0.7,0.0,32.0,0.1,1.6,0.0,256.0,0.1,0.1,0.4,,
GR033,"Kamera fish, fresh",Fish and Other Seafood,Raw,78.5,86.0,19.7,0.8,0.0,0.0,1.3,50.0,170.0,0.3,90.0,290.0,0.3,0.1,26.0,,,0.08,0.1,,
DP036,"Kaparende, vegetables",Vegetables,Processed/Products,91.7,38.0,2.4,2.0,2.6,1.5,1.3,126.0,68.0,0.0,170.0,43.0,0.0,0.3,,40.0,0.1,,3.7,,22.0
BP032,Kapurung,Starchy Roots & Tubers,Processed/Products,79.6,41.0,2.0,0.3,7.8,2.0,0.6,34.0,12.0,0.3,185.0,566.0,0.1,0.3,0.0,213.0,0.12,0.25,2.7,,15.0
AP056,Kapusa,Cereals,Processed/Products,63.5,158.0,4.4,3.2,27.8,5.3,1.0,79.0,115.0,1.2,104.0,149.0,0.5,1.1,0.0,1374.0,0.06,0.05,0.1,,0.0
DP037,"Karedok, vegetables",Vegetables,Processed/Products,79.0,92.0,2.2,3.3,14.1,1.4,1.4,174.0,85.0,2.4,,,,,0.0,,0.08,,,1.0,3.0
AP057,Keddo bodong,Cereals,Processed/Products,33.9,290.0,4.6,5.7,55.2,,0.6,,,,,,,,,,,,,,
ER095,"Keffir lime, fresh",Fruits,Raw,81.1,76.0,4.1,1.1,15.2,1.7,1.4,30.0,76.0,0.6,10.0,285.2,,,,27.0,0.01,0.11,0.0,93.0,0.0
ER009,"Kelenting fruit, fresh",Fruits,Raw,73.9,110.0,1.4,2.1,21.4,,1.2,8.0,102.0,1.1,2.0,0.0,0.3,0.9,,,0.2,0.1,,,6.0
AP058,"Kelepon, kue",Cereals,Processed/Products,49.6,215.0,3.7,3.7,41.8,1.0,1.2,232.0,45.0,3.3,,,,,0.0,,0.09,0.07,0.2,872.0,0.0
DR039,"Kemang leaves, fresh",Vegetables,Raw,85.0,43.0,5.5,0.3,7.5,8.4,1.7,35.0,106.0,1.0,10.0,457.1,,,,1282.0,0.06,0.1,1.2,1017.0,30.0
ER047,"Kemang, fresh",Fruits,Raw,86.5,48.0,1.0,0.2,11.9,1.7,0.4,10.0,24.0,0.1,2.0,88.6,0.04,0.1,,318.0,0.08,0.01,0.3,6.0,58.0
BP041,"Kemplang (fish), chips, raw",Starchy Roots & Tubers,Processed/Products,14.2,325.0,1.8,0.4,78.5,4.5,5.1,59.0,268.0,2.3,1123.0,273.0,0.2,0.5,32.0,0.0,0.6,0.1,2.3,,0.0
BP042,"Kemplang, chips, fried",Starchy Roots & Tubers,Processed/Products,5.8,504.0,5.6,28.1,57.1,0.3,3.4,50.0,94.0,2.9,,,,,6.0,,0.31,,,280.0,0.0
BP043,"Kemplang, chips, roasted",Starchy Roots & Tubers,Processed/Products,9.4,356.0,9.7,1.1,76.9,1.0,3.0,62.0,129.0,2.9,,,,,7.0,,0.36,,,280.0,0.0
FP025,"Kentucky fried chicken, breast",Meat and Poultry,Processed/Products,46.5,298.0,34.2,16.8,0.1,0.0,2.5,90.0,284.0,5.5,741.0,342.0,0.07,1.0,36.0,,0.19,0.0,0.0,50.0,0.0
FP026,"Kentucky fried chicken, thigh",Meat and Poultry,Processed/Products,48.7,286.0,32.1,16.1,1.1,0.0,2.0,89.0,248.0,6.9,746.0,265.2,0.09,2.3,31.0,,0.5,0.21,5.5,20.0,0.0
FP027,"Kentucky fried chicken, wings",Meat and Poultry,Processed/Products,44.7,297.0,35.9,15.2,1.6,0.0,2.6,103.0,227.0,4.4,807.0,248.4,0.06,1.4,22.0,,0.73,0.14,6.5,70.0,0.0
BP034,Keremes,Starchy Roots & Tubers,Processed/Products,6.7,475.0,1.6,25.2,64.4,2.1,2.1,153.0,88.0,1.0,,,,,0.0,,0.0,,,1000.0,0.0
AP059,Kereput,Cereals,Processed/Products,3.5,580.0,4.8,39.6,51.1,,1.0,,,,,,,,,,,,,,
BR015,"Keribang, tuber, fresh",Starchy Roots & Tubers,Raw,67.0,137.0,1.3,1.1,29.8,0.6,0.8,45.0,56.0,0.8,10.0,885.8,0.2,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0
FP007,Kerupuk urat,Meat and Poultry,Processed/Products,3.6,588.0,53.7,40.9,1.2,,0.6,36.0,15.0,1.3,1024.0,37.0,0.1,0.2,2802.0,,,,,,
ER082,"Ketip banana, fresh",Fruits,Raw,63.4,145.0,1.1,0.3,34.5,6.6,0.7,5.0,54.0,0.1,4.0,726.0,0.15,0.5,,3.0,0.13,0.02,0.8,,95.0
AP060,Ketoprak,Cereals,Processed/Products,69.1,153.0,7.9,7.7,13.0,2.9,2.6,153.0,134.0,3.4,,,,,3.0,,0.05,,,435.0,0.0
AP061,Ketupat kandangan,Cereals,Processed/Products,78.5,109.0,2.2,5.2,13.4,,0.7,,,,,,,,,,,,,,
GP016,"Keumamah, dried",Fish and Other Seafood,Processed/Products,23.1,302.0,70.7,1.9,0.4,0.0,3.9,313.0,22.0,4.1,345.0,1045.0,,1.8,,,1.4,0.04,20.0,,
CR024,"Kidney bean (Banda), dried",Grains and Legumes,Raw,13.0,350.0,13.9,3.0,66.9,26.3,3.2,84.0,242.0,6.8,19.0,1127.0,0.0,42.0,,137.0,0.15,0.76,0.3,,
CR025,"Kidney bean, dark red, dried",Grains and Legumes,Raw,12.3,280.0,16.7,1.6,63.2,4.6,6.2,209.0,335.0,6.4,19.0,1348.5,0.69,2.8,,,0.1,0.08,2.0,,6.0
CR026,"Kidney bean, dried",Grains and Legumes,Raw,17.7,314.0,22.1,1.1,56.2,4.0,2.9,502.0,429.0,10.3,11.0,1265.5,0.65,2.6,,129.0,0.4,0.72,2.2,,
CP008,"Kidney bean, dried, boiled",Grains and Legumes,Processed/Products,59.6,158.0,10.3,0.9,28.2,2.6,1.0,160.0,149.0,3.7,6.0,311.0,0.27,1.5,,,0.2,0.09,0.8,,
CR027,"Kidney bean, fresh",Grains and Legumes,Raw,57.2,171.0,11.0,2.2,28.0,2.1,1.7,293.0,134.0,3.7,7.0,360.7,0.34,1.4,,0.0,0.15,0.15,1.1,10.0,
CP009,"Kidney bean, fresh, boiled",Grains and Legumes,Processed/Products,63.1,144.0,10.0,1.0,24.7,3.5,1.2,144.0,150.0,2.8,6.0,311.0,0.27,1.5,,0.0,0.1,0.08,0.7,,
CR019,"Kincai nut, dried",Grains and Legumes,Raw,4.2,444.0,19.9,16.0,55.0,,4.9,26.0,,,,,,,,,0.1,0.1,1.9,,
GR014,"Kissing gourami, fresh",Fish and Other Seafood,Raw,70.0,109.0,17.0,4.0,0.0,0.0,9.0,500.0,500.0,1.0,109.0,323.5,0.6,1.3,45.0,,0.05,0.1,2.6,,0.0
NR021,Kluwek,Herbs and Spices,Raw,51.0,310.0,10.0,24.0,13.5,,1.5,40.0,100.0,2.0,,,,,,,0.15,,,0.0,30.0
DP050,Kohu-kohu soup,Vegetables,Processed/Products,72.8,133.0,7.3,6.6,11.2,1.2,2.1,40.0,120.0,0.2,20.0,50.0,0.1,0.3,,944.0,0.2,0.2,,,9.0
FP072,"Konro soup, dish",Meat and Poultry,Processed/Products,85.0,71.0,7.4,2.6,4.5,,0.5,17.0,60.0,4.6,184.0,25.0,0.3,1.3,,,0.12,0.02,10.9,,0.0
DR074,"Kopang cassava leaves, fresh",Vegetables,Raw,81.1,74.0,6.3,0.7,10.7,4.6,1.2,142.0,115.0,1.7,32.0,382.0,0.2,1.5,,3882.0,0.5,0.5,1.9,,211.0
ER060,"Kopek mango,fresh",Fruits,Raw,84.5,56.0,0.4,0.2,14.6,2.0,0.3,16.0,10.0,1.7,2.0,102.9,0.04,0.1,,139.0,0.03,0.01,0.4,6520.0,27.0
DR115,"Koro crackers, pods",Vegetables,Raw,67.2,128.0,8.3,0.7,22.1,,1.7,17.0,12.0,2.7,,,,,,,0.11,,,80.0,31.0
DR043,"Koro leaves, fresh",Vegetables,Raw,91.0,23.0,3.0,0.3,3.7,,2.0,134.0,81.0,6.2,4.0,68.4,0.2,0.5,,2386.0,0.28,0.2,1.3,5240.0,29.0
DP039,Kotiu hinela tawang nggole,Vegetables,Processed/Products,88.4,46.0,2.2,1.5,6.0,3.8,1.9,64.0,44.0,0.0,316.0,103.0,1.6,0.8,,75.0,0.3,,9.7,,7.0
AP062,Koya,Cereals,Processed/Products,13.2,366.0,4.2,4.3,77.5,0.8,0.8,153.0,222.0,7.0,,,,,0.0,,,,,,0.0
AP063,Koya mirasa,Cereals,Processed/Products,7.2,370.0,8.0,1.0,82.2,0.4,1.6,83.0,110.0,17.0,,,,,3.0,,0.19,0.45,2.6,144.0,0.0
AP064,Koyabu,Cereals,Processed/Products,44.2,241.0,3.4,4.3,47.2,,0.9,,,,,,,,,,,,,,
AP065,Kue ali,Cereals,Processed/Products,12.8,440.0,3.8,18.5,64.5,0.3,0.4,27.0,47.0,2.5,,,,,0.0,,0.13,0.09,0.0,0.0,0.0
AP066,Kue bangen,Cereals,Processed/Products,5.6,442.0,3.3,14.7,74.2,,2.2,,,,,,,,,,,,,,
AP067,Kue gelang,Cereals,Processed/Products,7.1,448.0,5.8,16.1,70.0,,1.0,,,,,,,,,,,,,,
AP070,Kue koa,Cereals,Processed/Products,14.5,340.0,4.8,0.4,79.3,,1.0,,,,,,,,,,,,,,
AP071,Kue ku temu,Cereals,Processed/Products,46.2,214.0,3.5,0.2,49.6,,0.5,,,,,,,,,,,,,,
AP072,Kue lumpur,Cereals,Processed/Products,40.1,291.0,3.6,11.1,44.1,,1.1,96.0,60.0,2.3,,,,,20.0,,0.24,,,400.0,
AP073,Kue pelita,Cereals,Processed/Products,71.0,141.0,5.3,5.5,17.6,,0.6,,,,,,,,,,,,,,
AP074,Kue putu cangkir,Cereals,Processed/Products,32.6,304.0,5.3,7.0,54.9,0.9,0.2,18.0,193.0,4.0,,,,,0.0,,0.06,,,0.0,0.0
AP076,Kue thipan,Cereals,Processed/Products,43.0,247.0,2.9,4.2,49.5,,0.4,16.0,107.0,1.8,95.0,56.0,1.3,0.8,,,0.17,,,,
CP046,Kwaci (dried sunflower seeds),Grains and Legumes,Processed/Products,9.9,515.0,30.6,42.1,13.8,13.6,3.7,54.0,312.0,6.2,124.0,448.6,0.65,9.7,0.0,,0.02,0.19,0.3,,0.0
ER061,"Kweni mango, fresh",Fruits,Raw,78.6,86.0,0.7,0.5,19.8,6.5,0.4,11.0,11.0,0.2,1.0,16.0,0.1,0.1,,932.0,0.15,0.02,0.5,,18.0
ER087,"Lady finger banana, fresh",Fruits,Raw,64.2,127.0,1.4,0.2,33.6,1.4,0.6,7.0,25.0,0.8,42.0,392.0,195.78,0.5,,17.0,0.09,0.08,4.5,79.0,2.0
AP077,Laksa/Putu mayang,Cereals,Processed/Products,73.2,121.0,1.7,3.4,21.1,,0.6,,,,,,,,,,,,,,
FR018,"Lamb, kidney, fresh",Meat and Poultry,Raw,77.8,100.0,16.6,3.3,1.0,0.0,1.3,13.0,237.0,9.2,155.0,276.0,0.48,2.4,348.0,515.0,0.51,2.35,7.5,,13.0
FR016,"Lamb, meat, fat, fresh",Meat and Poultry,Raw,55.8,317.0,15.7,27.7,0.0,0.0,0.8,9.0,157.0,2.4,64.0,242.1,0.11,3.7,0.0,0.0,0.14,0.23,6.5,,0.0
FR017,"Lamb, meat, lean, fresh",Meat and Poultry,Raw,66.3,202.0,17.1,14.8,0.0,0.0,1.8,10.0,191.0,2.6,90.0,355.0,0.08,2.8,0.0,0.0,0.15,0.26,5.7,,0.0
EP004,Lampung cracker,Fruits,Processed/Products,5.0,485.0,1.7,22.2,69.7,0.6,1.5,43.0,65.0,0.8,,,,,,,0.34,,,1464.0,0.0
DP027,Lamtoro wrapped in banana leaves,Vegetables,Processed/Products,63.9,186.0,11.7,9.7,13.0,2.1,2.2,771.0,322.0,26.0,,,,,18.0,,0.27,,,179.0,2.0
ER049,"Langsat, fresh",Fruits,Raw,85.0,86.0,1.6,0.2,13.0,1.4,0.2,22.0,38.0,1.3,2.0,118.3,0.08,0.2,,0.0,0.04,0.04,1.5,20.0,3.0
ER051,"Langsat, fresh",Fruits,Raw,84.1,56.0,0.9,0.2,14.3,1.4,0.5,17.0,24.0,1.1,1.0,232.0,0.09,0.2,,,0.07,0.0,0.8,0.0,9.0
